7047,"_Line(m=85005.69277452427, b=-122442.0984061762)"
6962,"_Line(m=84904.7548205694, b=-98503.65324623781)"
7420,"_Line(m=85170.3170445662, b=-161484.39028931595)"
7198,"_Line(m=84624.83083411044, b=-32116.880617632218)"
6798,"_Line(m=84834.95012401121, b=-81948.77141050147)"
6392,"_Line(m=84624.26068400595, b=-31981.663818848418)"
6994,"_Line(m=84525.9726506692, b=-8671.673832705728)"
6944,"_Line(m=85173.01158030416, b=-162123.42638493286)"
7278,"_Line(m=96539.75700066872, b=-2857860.7702785926)"
7529,"_Line(m=85202.1648426614, b=-0.0)"
7453,"_Line(m=88010.26913278969, b=-835007.4275324004)"
7239,"_Line(m=92198.23944925051, b=-0.0)"
7099,"_Line(m=86777.33213267647, b=-542604.0885855494)"
7505,"_Line(m=85917.70981514195, b=-338736.05975906306)"
7578,"_Line(m=84757.41679916231, b=-63560.96808933612)"
7542,"_Line(m=86640.57248525492, b=-510170.1706030557)"
7617,"_Line(m=93528.70286950827, b=-2143759.1725325813)"
6633,"_Line(m=84929.76441103454, b=-104434.92772095185)"
7414,"_Line(m=86810.27238999124, b=-550416.2000103219)"
6476,"_Line(m=84804.12520373658, b=-74638.33331816246)"
6959,"_Line(m=84659.55501216106, b=-40352.066684114354)"
7083,"_Line(m=84659.53968727686, b=-40348.432234580076)"
6827,"_Line(m=84652.64243069928, b=-38712.678864641544)"
7182,"_Line(m=84652.6523544817, b=-38715.03238887835)"
7319,"_Line(m=84758.97770181076, b=-63931.151761438596)"
7013,"_Line(m=85124.85220274545, b=-150701.94840311003)"
6360,"_Line(m=91864.26647730499, b=-0.0)"
7314,"_Line(m=90398.73879654524, b=-0.0)"
7476,"_Line(m=85152.97478804551, b=-0.0)"
7502,"_Line(m=98881.27415894237, b=-0.0)"
6334,"_Line(m=86420.34528536635, b=-0.0)"
7183,"_Line(m=84656.35339746444, b=-39592.77174266528)"
7589,"_Line(m=84525.6968064692, b=-8606.254622233293)"
7484,"_Line(m=84525.69688125423, b=-8606.272358250497)"
7225,"_Line(m=97367.07838298785, b=-0.0)"
7008,"_Line(m=84527.64638843408, b=-9068.617481025007)"
7040,"_Line(m=84521.40005472783, b=-7587.236979251997)"
7216,"_Line(m=91726.84776874089, b=-0.0)"
7397,"_Line(m=96701.2414163351, b=-0.0)"
6325,"_Line(m=94397.88672722438, b=-0.0)"
7574,"_Line(m=84641.77496861888, b=-36135.35155765387)"
7619,"_Line(m=84680.94363613625, b=-45424.592746071445)"
6686,"_Line(m=84577.2099141522, b=-20823.10324033767)"
6849,"_Line(m=84806.52339482155, b=-75207.08831587787)"
7429,"_Line(m=85481.73871440247, b=-235341.1535076902)"
7432,"_Line(m=84905.41509916169, b=-0.0)"
7325,"_Line(m=87390.29483699496, b=-45856.509991687926)"
6929,"_Line(m=84634.07794309934, b=-34309.92498543584)"
7428,"_Line(m=84634.66163307443, b=-34448.35289993136)"
7262,"_Line(m=84639.38622553996, b=-35568.83724905693)"
7547,"_Line(m=84709.22289255033, b=-52131.30119723484)"
7326,"_Line(m=89354.69850764461, b=-29274.390556305127)"
6764,"_Line(m=90528.37902155868, b=-0.0)"
7701,"_Line(m=89786.48119023659, b=-0.0)"
7561,"_Line(m=90898.97461503744, b=-0.0)"
6727,"_Line(m=91418.59748147098, b=-0.0)"
7333,"_Line(m=91386.72863239562, b=-0.0)"
6660,"_Line(m=91731.01582408827, b=-0.0)"
6636,"_Line(m=88740.34226143647, b=-0.0)"
6503,"_Line(m=91931.84181613983, b=-0.0)"
7078,"_Line(m=90581.91851957231, b=-27897.599681238917)"
7323,"_Line(m=87865.72065622386, b=-0.0)"
6427,"_Line(m=90684.76587651865, b=-0.0)"
7628,"_Line(m=87678.04933753872, b=-756218.1808906827)"
6366,"_Line(m=86936.86440938922, b=-580438.7633307464)"
7101,"_Line(m=84965.68360852392, b=-112953.52459753533)"
7005,"_Line(m=84690.95107223417, b=-47797.95629105481)"
7590,"_Line(m=84602.2350234913, b=-26758.058171196353)"
6635,"_Line(m=84607.34309037135, b=-27969.48731247122)"
6937,"_Line(m=84639.35234591694, b=-35560.80235765906)"
6865,"_Line(m=84578.85357321709, b=-21212.91342416088)"
6737,"_Line(m=84578.85718396958, b=-21213.769750224037)"
6893,"_Line(m=85292.98015063963, b=-190575.17252569375)"
6845,"_Line(m=86294.77521783787, b=-428160.89066242764)"
6402,"_Line(m=84632.64660992404, b=-33970.4700095807)"
7538,"_Line(m=84681.54593942575, b=-45567.434994210904)"
7537,"_Line(m=84650.1895075873, b=-38130.94361940626)"
7245,"_Line(m=84539.85788562334, b=-11964.696154429439)"
7700,"_Line(m=84544.50802382203, b=-13067.522929634442)"
6897,"_Line(m=84678.34625948126, b=-44808.59889857732)"
6896,"_Line(m=84586.49955175618, b=-23026.233694494622)"
7586,"_Line(m=87935.67559112469, b=-817316.8231911286)"
6891,"_Line(m=85220.05311105883, b=-173279.7958187148)"
7457,"_Line(m=86758.67145218235, b=-538178.5215995675)"
7307,"_Line(m=90720.36702590344, b=-1477734.243863258)"
7242,"_Line(m=92200.53135261073, b=-0.0)"
7019,"_Line(m=85843.96803931758, b=-321247.4602045594)"
7568,"_Line(m=85326.2643296239, b=-198468.8484136037)"
6349,"_Line(m=86328.60222046134, b=-436183.30260461255)"
7508,"_Line(m=84843.30077372378, b=-83929.21149633046)"
6977,"_Line(m=84565.09878134076, b=-17950.82698277223)"
6659,"_Line(m=84583.4541540986, b=-22303.98718602287)"
6410,"_Line(m=84769.92456499815, b=-66527.30983495837)"
6602,"_Line(m=84577.99453377539, b=-21009.183630169828)"
7708,"_Line(m=84820.97555041942, b=-78634.56153747227)"
7113,"_Line(m=84635.20702893968, b=-34577.69898333178)"
6790,"_Line(m=84573.41498893658, b=-19923.09877619622)"
6878,"_Line(m=85562.02476498792, b=-254381.79326453502)"
6719,"_Line(m=84704.91588753037, b=-51109.851886702876)"
6522,"_Line(m=84632.41701413733, b=-33916.01907280522)"
7682,"_Line(m=84813.76657825432, b=-76924.88169879225)"
7641,"_Line(m=84635.47765517153, b=-34641.880700477355)"
7599,"_Line(m=86578.90117626888, b=-495544.20296392316)"
6498,"_Line(m=84551.7769552535, b=-14791.42270792088)"
7128,"_Line(m=84760.4396342186, b=-64277.863651283464)"
7572,"_Line(m=86038.21366631865, b=-367314.753104135)"
7416,"_Line(m=84545.38581137541, b=-13275.69902579503)"
6966,"_Line(m=85115.50567168344, b=-148485.3250964395)"
6456,"_Line(m=84559.56177654194, b=-16637.670924685823)"
6924,"_Line(m=84985.2451710827, b=-117592.74477397345)"
6860,"_Line(m=84525.78184714305, b=-8626.422868442442)"
6888,"_Line(m=84538.85543913131, b=-11726.955944380255)"
6775,"_Line(m=89305.69926561578, b=-0.0)"
7577,"_Line(m=89242.35691047208, b=-0.0)"
6493,"_Line(m=89239.38519852194, b=-0.0)"
7332,"_Line(m=84845.64892190305, b=-84486.09831852914)"
6885,"_Line(m=85204.19609455083, b=-169519.14578367874)"
6540,"_Line(m=84680.19563253257, b=-45247.19621142412)"
