date,id,calibration
2024-10-21,7110,69117.1481851363
2024-10-21,6407,68822.28264134482
2024-10-21,7227,72946.26675138567
2024-10-21,7248,72608.29396450699
2024-10-21,6586,70569.69617589602
2024-10-21,7292,70489.94318920099
2024-10-21,7271,72241.11138318606
2024-10-21,6923,68208.95515629405
2024-10-21,7149,72587.39416107279
2024-10-21,6582,69514.01053417803
2024-10-21,6249,70381.71638431643
2024-10-21,7037,64412.80215670341
2024-10-21,7186,60087.881735709685
2024-10-21,6714,70902.10139267382
2024-10-21,7250,64108.373564273235
2024-10-21,6494,70724.85467521149
2024-10-21,7201,68500.5620819575
2024-10-21,6446,72289.55057816675
2024-10-21,7039,67925.72296557062
2024-10-21,6477,74837.5704781564
2024-10-21,6730,58603.382688350146
2024-10-21,6896,70406.5434309279
2024-10-21,6558,69732.56113524592
2024-10-21,7098,64002.67264787199
2024-10-21,6408,77341.62047740423
2024-10-21,7090,74903.05301090515
2024-10-21,6366,69783.03812296185
2024-10-21,7197,70053.18475130721
2024-10-21,7050,56973.69802297111
2024-10-21,6594,71510.72099781074
2024-10-21,7188,69159.39692046927
2024-10-21,6898,74332.85822573135
2024-10-21,6874,68564.58445105478
2024-10-21,6571,70227.73670877019
2024-10-21,6441,71119.3793624895
2024-10-21,6812,67829.47671341195
2024-10-21,7101,71105.23303370671
2024-10-21,6329,69183.85186819803
2024-10-21,6248,64386.64643569965
2024-10-21,7296,69390.69804566521
2024-10-21,7052,69016.06665190471
2024-10-21,6420,71903.41169638498
2024-10-21,6718,61901.85638852808
2024-10-21,7216,69863.84575481899
2024-10-21,6669,68837.96200052946
2024-10-21,6335,66380.247664764
2024-10-21,7272,74191.9528666214
2024-10-21,7185,57881.31516788437
2024-10-21,6560,71681.66906668233
2024-10-21,7068,68646.8088578081
2024-10-21,7180,57707.075727730386
2024-10-21,7065,69799.13122788354
2024-10-21,6931,59622.55428978256
2024-10-21,6662,71296.10316238338
2024-10-21,6919,70162.95471352254
2024-10-21,6374,70252.0102971021
2024-10-21,6885,70933.988880207093
2024-10-21,6866,69866.28487170239
2024-10-21,7213,69925.86558600675
2024-10-21,6851,64004.69523854141
2024-10-21,7066,62483.65319165059
2024-10-21,6515,72488.87773786328
2024-10-21,6553,52713.49642458774
2024-10-21,6307,69087.39662067012
2024-10-21,6903,77955.82209710004
2024-10-21,7288,69848.03784865935
2024-10-21,6445,70438.14523949206
2024-10-21,6985,71898.5468585444
2024-10-21,6803,62494.61928516252
2024-10-21,6883,66317.98205014634
2024-10-21,6590,74747.27835646545
2024-10-21,6845,71210.42145931497
2024-10-21,6453,71014.67028789809
2024-10-21,6639,66924.35689895666
2024-10-21,7222,104846.85552946285
2024-10-21,6897,69401.9672019255
2024-10-21,6623,65363.88476047435
2024-10-21,7219,56891.80695351704
2024-10-21,6268,70006.86790554078
2024-10-21,6482,73810.81992404118
2024-10-21,7198,119271.4014096519
2024-10-21,6811,72248.88135042388
2024-10-21,6430,102234.8699289632
2024-10-21,7269,72534.37136958982
2024-10-21,7035,69269.34477054089
2024-10-21,6756,62159.78245882255
2024-10-21,7085,73619.76468898542
2024-10-21,7221,68791.35026937937
2024-10-21,7095,74201.56560039858
2024-10-21,7157,71285.129066937865
2024-10-21,7092,76378.20391950585
2024-10-21,6774,66252.50555169862
2024-10-21,7047,91562.11146360754
2024-10-21,6609,71893.01461133159
2024-10-21,6658,60214.122495352014
2024-10-21,6519,70000.15219644694
2024-10-21,6331,66304.28918069965
2024-10-21,6603,68975.90282717765
2024-10-21,6680,66570.92088960939
2024-10-21,6881,62067.33475273049
2024-10-21,7280,68982.52722977372
2024-10-21,6580,68916.606481234
2024-10-21,6783,74151.28878936017
2024-10-21,6562,72386.47383857062
2024-10-21,6927,74470.04469817017
2024-10-21,6745,57748.70970147874
2024-10-21,6451,72312.34262265224
2024-10-21,6563,70165.2031380431
2024-10-21,6547,69319.38323031152
2024-10-21,6797,72048.89857718784
2024-10-21,6120,69574.11866903536
2024-10-21,7126,62198.190919763576
2024-10-21,7076,69871.99999247538
2024-10-21,6649,75845.70451100385
2024-10-21,6508,70226.85125605838
2024-10-21,6541,71293.88547346173
2024-10-21,6626,69722.4699107606
2024-10-21,6387,69235.799459119
2024-10-21,7172,58761.04856313641
2024-10-21,6411,64223.13656413009
2024-10-21,7183,70740.05961343143
2024-10-21,7265,72975.07996601432
2024-10-21,6974,67739.5367598758
2024-10-21,6810,69168.64380590631
2024-10-21,6942,65571.20712996305
2024-10-21,6715,69332.22523007441
2024-10-21,7165,60302.05283418181
2024-10-21,6480,75336.44610418846
2024-10-21,7005,70868.8837077561
2024-10-21,6891,62068.29679722579
2024-10-21,6952,65533.346165207375
2024-10-21,6567,70526.92961624805
2024-10-21,7145,69855.75682366264
2024-10-21,7225,69817.04740631908
2024-10-21,6417,72944.97837186519
2024-10-21,7036,70467.02822448498
2024-10-21,7291,54369.0777499853
2024-10-21,6887,74078.82299498185
2024-10-21,6827,73251.8723845059
2024-10-21,7231,68917.80191445256
2024-10-21,6966,72265.89879945802
2024-10-21,6676,70574.51248404312
2024-10-21,7251,72653.86780558158
2024-10-21,6510,73133.4157060854
2024-10-21,6838,68240.35851670755
2024-10-21,6642,68733.87392030502
2024-10-21,6637,52058.59432992638
2024-10-21,7130,62621.33998600572
2024-10-21,6749,62187.29903140365
2024-10-21,7021,71155.92328371193
2024-10-21,6925,73141.33145709458
2024-10-21,6358,73316.99432555176
2024-10-21,7008,70636.47931790027
2024-10-21,6402,70372.1081514868
2024-10-21,7193,71687.1273264225
2024-10-21,6954,65327.359740991385
2024-10-21,6844,69646.55570518455
2024-10-21,6846,73922.26394757045
2024-10-21,6167,72072.0851888066
2024-10-21,6873,69976.84072646829
2024-10-21,6585,71234.86899158303
2024-10-21,7109,63323.21641982427
2024-10-21,6373,72611.27624290869
2024-10-21,6753,55761.04778130108
2024-10-21,7100,59218.25193265718
2024-10-21,6863,70475.34731767754
2024-10-21,6327,70051.86084037564
2024-10-21,6636,72192.73054451417
2024-10-21,6349,58730.73353074171
2024-10-21,7031,68020.06418248666
2024-10-21,7205,71194.44991858203
2024-10-21,6921,73424.04588109371
2024-10-21,6385,70169.22117256718
2024-10-21,6345,72803.79217414731
2024-10-21,6574,70853.68753513564
2024-10-21,6849,63224.39633217872
2024-10-21,6634,69105.31263674148
2024-10-21,6418,74734.63563735098
2024-10-21,6438,68821.28212892948
2024-10-21,6999,69097.60462800135
2024-10-21,6944,84633.3487117253
2024-10-21,6487,72155.5642134337
2024-10-21,7086,74198.74433416169
2024-10-21,6853,60741.66632894655
2024-10-21,7254,70553.5392806417
2024-10-21,7267,77530.83512094746
2024-10-21,6655,69296.69173007042
2024-10-21,7043,71571.00179126729
2024-10-21,6679,71229.99313453861
2024-10-21,6367,66344.7474758475
2024-10-21,6092,74419.66275380962
2024-10-21,6299,64753.08322439598
2024-10-21,7091,72446.59152701563
2024-10-21,7268,68017.12836099492
2024-10-21,6568,70717.46838359754
2024-10-21,6509,70285.89387242388
2024-10-21,6681,71931.84092869404
2024-10-21,6393,66175.15868044503
2024-10-21,6740,59398.12860719604
2024-10-21,7214,68584.00343360887
2024-10-21,6447,68942.71806838454
2024-10-21,7042,74529.10886188298
2024-10-21,7049,64761.22436092355
2024-10-21,6544,68723.1869621564
2024-10-21,6969,69897.88101565538
2024-10-21,6372,67895.49453139499
2024-10-21,6865,71337.30183972804
2024-10-21,7241,59653.12811680679
2024-10-21,6330,62476.012717880185
2024-10-21,6809,69438.71527934972
2024-10-21,6434,70355.36803723914
2024-10-21,7245,69692.86920386937
2024-10-21,7281,69154.75970738467
2024-10-21,6545,65747.1974822759
2024-10-21,7003,72136.98864787014
2024-10-21,6780,70383.96356696368
2024-10-21,7249,62040.559519473856
2024-10-21,7112,70132.01919703664
2024-10-21,7062,61511.25526539508
2024-10-21,6674,70087.1577154934
2024-10-21,6450,69267.84717325208
2024-10-21,6666,73944.28260131786
2024-10-21,7078,50429.76595101765
2024-10-21,6504,68137.00596803361
2024-10-21,7135,70445.22058375677
2024-10-21,6436,71804.61919196461
2024-10-21,6607,73448.57662971025
2024-10-21,6072,71750.11490093938
2024-10-21,6933,67798.91241968921
2024-10-21,6082,71111.80403637396
2024-10-21,6960,76636.04259541909
2024-10-21,7209,57665.61358583698
2024-10-21,6924,70403.24688690298
2024-10-21,7063,62618.89053970461
2024-10-21,6752,61927.29972494173
2024-10-21,6937,71226.08982845409
2024-10-21,6686,70853.31500983622
2024-10-21,6101,77598.80621589367
2024-10-21,6043,71547.91274164915
2024-10-21,6734,64567.068884190645
2024-10-21,7019,59083.917443028535
2024-10-21,6546,70764.7122607308
2024-10-21,6692,75922.8652452512
2024-10-21,7073,72631.47057509604
2024-10-21,6726,71438.23454483028
2024-10-21,6267,69436.44718417339
2024-10-21,7012,67024.78530685243
2024-10-21,6928,72339.84150127602
2024-10-21,6762,67978.58975480686
2024-10-21,6395,72183.52810984054
2024-10-21,7202,73391.16976446849
2024-10-21,6948,75374.2343074447
2024-10-21,6801,59609.53412792109
2024-10-21,6304,70909.18777236457
2024-10-21,7207,83076.6701105274
2024-10-21,6291,62579.99396446529
2024-10-21,6518,69909.67544725646
2024-10-21,6423,70478.18157578092
2024-10-21,6503,65097.65983339204
2024-10-21,6454,75623.78760761318
2024-10-21,6719,65891.97870649702
2024-10-21,7104,70254.57255869274
2024-10-21,7028,70600.95086977136
2024-10-21,6559,70617.16365034963
2024-10-21,6833,75064.4808404448
2024-10-21,6869,69560.73828390556
2024-10-21,6930,72771.00192053075
2024-10-21,6338,64747.70699271875
2024-10-21,6297,68262.31386609665
2024-10-21,6878,66952.42816458116
2024-10-21,6534,71064.6745727074
2024-10-21,7156,69234.18449527545
2024-10-21,6245,70468.92119419656
2024-10-21,7027,73750.80686787375
2024-10-21,7000,75436.44302834867
2024-10-21,6832,73822.64171347259
2024-10-21,7238,72697.27342686598
2024-10-21,6725,70391.78439008626
2024-10-21,7152,69198.4049662913
2024-10-21,6857,68376.30851693483
2024-10-21,6624,56928.03327728096
2024-10-21,7287,70605.77739537446
2024-10-21,7131,68745.08714920681
2024-10-21,6250,69601.07490467952
2024-10-21,7115,69306.16229250528
2024-10-21,6868,64313.08921877714
2024-10-21,6876,67210.5672103654
2024-10-21,7124,57115.80362626079
2024-10-21,6522,68586.0967616935
2024-10-21,7134,72430.13830832054
2024-10-21,6716,70721.10238462956
2024-10-21,7067,74359.82320264658
2024-10-21,6953,62350.527084594854
2024-10-21,6723,56376.97907322269
2024-10-21,6757,54988.574476295355
2024-10-21,7018,57516.42037997227
2024-10-21,6455,67630.23580044841
2024-10-21,7187,63009.97109068781
2024-10-21,6773,64619.09333625738
2024-10-21,7196,69055.08084302943
2024-10-21,6888,72087.08328912692
2024-10-21,6332,69958.41968423763
2024-10-21,6799,69422.1227299426
2024-10-21,6363,77172.66612491896
2024-10-21,7151,69692.10624565094
2024-10-21,6648,73680.307871195
2024-10-21,7289,72383.19488413501
2024-10-21,6817,73490.68212862912
2024-10-21,6324,64694.021189724735
2024-10-21,6629,73394.74693041618
2024-10-21,6320,72618.2721357407
2024-10-21,6498,69788.38498201789
2024-10-21,6431,77014.37836033128
2024-10-21,6488,69376.32408390255
2024-10-21,6696,70403.37993299201
2024-10-21,6971,71792.03084106745
2024-10-21,6746,60898.447766479374
2024-10-21,6647,70505.77161582251
2024-10-21,7128,73321.78273500585
2024-10-21,6973,71584.34793181697
2024-10-21,7242,54798.62630472134
2024-10-21,6663,71952.65588112669
2024-10-21,6087,72400.36143698014
2024-10-21,6764,65751.97207719472
2024-10-21,6664,77956.04287792605
2024-10-21,6956,64537.72545087271
2024-10-21,7170,65050.53882166199
2024-10-21,6342,70127.46940029624
2024-10-21,6875,71266.25866358292
2024-10-21,6443,70841.79997057003
2024-10-21,7077,66335.77686039115
2024-10-21,6475,70478.7569423443
2024-10-21,7075,64533.20518671626
2024-10-21,6727,67116.60327410823
2024-10-21,6768,70289.25684550074
2024-10-21,7105,78123.9294125926
2024-10-21,6326,65249.18870799812
2024-10-21,6388,74932.53765216478
2024-10-21,6576,68975.13554368207
2024-10-21,6894,66765.51592055184
2024-10-21,6870,71176.23952930557
2024-10-21,7184,64750.04972040365
2024-10-21,6514,70188.6620058405
2024-10-21,6602,56726.73271979678
2024-10-21,6540,71053.22178524123
2024-10-21,7147,67451.02901054104
2024-10-21,6094,73342.8100910335
2024-10-21,6246,68464.84667693356
2024-10-21,6565,74908.01081010005
2024-10-21,7069,68266.06930145781
2024-10-21,6769,65920.94577572415
2024-10-21,6804,73230.03759119778
2024-10-21,7246,71918.10795935143
2024-10-21,7178,81853.09516095184
2024-10-21,6776,70771.88537592541
2024-10-21,7010,70120.03070597531
2024-10-21,6831,79661.97371994292
2024-10-21,6581,69784.4181148463
2024-10-21,6561,69615.16955893721
2024-10-21,6751,66741.49446033519
2024-10-21,6670,72557.24027412671
2024-10-21,7144,74600.88857194745
2024-10-21,7016,69655.51366185272
2024-10-21,7159,77682.33858180084
2024-10-21,7136,74266.17591603602
2024-10-21,6225,66052.4045248866
2024-10-21,6239,69201.04887067938
2024-10-21,7113,56928.024934023066
2024-10-21,6899,73334.81240001206
2024-10-21,6970,72927.45782412327
2024-10-21,6506,74084.70213300508
2024-10-21,6794,61263.729367086526
2024-10-21,6439,71426.00690943614
2024-10-21,7011,70775.84558602769
2024-10-21,7293,75494.48835751589
2024-10-21,6316,71077.7838535382
2024-10-21,7129,70047.00758316417
2024-10-21,6860,71189.29056272288
2024-10-21,6842,70079.1503096185
2024-10-21,6834,74116.34318518167
2024-10-21,6935,78658.22031566755
2024-10-21,6588,74175.8856463441
2024-10-21,6492,76036.24703692853
2024-10-21,6929,69804.61424023974
2024-10-21,6426,68709.81658174575
2024-10-21,6413,69974.33508872754
2024-10-21,7155,70773.62731270424
2024-10-21,6826,68395.26295853678
2024-10-21,7210,69441.18734597958
2024-10-21,7240,71441.20117793926
2024-10-21,6524,71474.57962795778
2024-10-21,6784,68567.691185845
2024-10-21,6088,70177.28585921729
2024-10-21,6788,69125.5726774071
2024-10-21,6525,73184.2889932522
2024-10-21,7200,69542.12780072985
2024-10-21,6852,67533.28516800937
2024-10-21,6392,97471.03590362794
2024-10-21,6965,69897.92120870583
2024-10-21,6601,71230.1592335072
2024-10-21,6777,61807.52266800972
2024-10-21,6410,59413.79029799962
2024-10-21,7102,71898.29251528719
2024-10-21,7030,69208.6262475106
2024-10-21,6328,71435.32591290977
2024-10-21,7022,67628.7537159566
2024-10-21,7081,72525.25422806703
2024-10-21,6977,58714.51123232048
2024-10-21,6352,73021.3969850261
2024-10-21,6918,73240.14037409065
2024-10-21,6428,76577.77369972478
2024-10-21,7026,70686.5280728746
2024-10-21,7084,63205.14313917072
2024-10-21,7137,71383.64580502988
2024-10-21,6905,61038.56831632608
2024-10-21,7173,56680.02553096244
2024-10-21,6872,61129.11722624957
2024-10-21,7276,74421.26096668767
2024-10-21,6414,70110.05767528867
2024-10-21,7089,75750.34011585714
2024-10-21,6569,65359.89144898955
2024-10-21,6879,71639.25921284947
2024-10-21,6435,71268.01976714586
2024-10-21,7208,69783.13876911164
2024-10-21,6384,71589.72562826681
2024-10-21,7117,67409.4530930519
2024-10-21,6747,59437.440714811964
2024-10-21,6858,68206.46358676474
2024-10-21,6951,71304.54937553068
2024-10-21,6400,69309.37295945318
2024-10-21,7121,61636.62534515362
2024-10-21,7258,69772.04313228032
2024-10-21,6535,68467.23440768162
2024-10-21,6597,74479.41588218759
2024-10-21,6272,70599.54979180993
2024-10-21,6575,55448.78634881317
2024-10-21,7146,73143.28321568124
2024-10-21,6346,66630.97439168976
2024-10-21,6728,71638.36600689411
2024-10-21,6884,75618.45953752709
2024-10-21,7282,72398.04262023242
2024-10-21,7079,71240.70250183396
2024-10-21,6978,68810.32281457125
2024-10-21,6427,71688.68323713291
2024-10-21,7220,70066.541197942
2024-10-21,6815,65918.83777665057
2024-10-21,6800,65655.25136981149
2024-10-21,7206,76601.37914586197
2024-10-21,7168,61159.598046275125
2024-10-21,6317,70422.73476250075
2024-10-21,6787,67592.96691540055
2024-10-21,6398,83574.2315441333
2024-10-21,7048,73048.97374684419
2024-10-21,7217,69899.6689024553
2024-10-21,6934,70848.71722834099
2024-10-21,6962,73386.11916594523
2024-10-21,6661,70096.84341465608
2024-10-21,6512,70715.12592394275
2024-10-21,6364,71290.41741557459
2024-10-21,6251,62930.982266517
2024-10-21,7116,72804.10998034348
2024-10-21,6619,67815.44631046636
2024-10-21,7006,68713.76966277877
2024-10-21,6775,75199.77983850239
2024-10-21,7014,71884.5416518159
2024-10-21,6485,51479.28809751323
2024-10-21,7060,73004.1006732334
2024-10-21,6054,67176.92480752134
2024-10-21,7278,83733.5413676036
2024-10-21,7261,69079.69885617055
2024-10-21,6763,71694.708426131
2024-10-21,7064,69498.46294701645
2024-10-21,6967,70030.88100617385
2024-10-21,6424,69948.13365664783
2024-10-21,6689,71099.3249442331
2024-10-21,6523,71079.9607552834
2024-10-21,6911,71253.33092731955
2024-10-21,6389,71928.15370577801
2024-10-21,6963,68491.5930356836
2024-10-21,6496,70026.37686252284
2024-10-21,6333,73464.66980033768
2024-10-21,7141,69767.16357376818
2024-10-21,6604,74971.77354260613
2024-10-21,6548,67982.95024567412
2024-10-21,6599,73235.86178625326
2024-10-21,6213,70237.11372104488
2024-10-21,6861,70791.4771733728
2024-10-21,6618,70760.1550653323
2024-10-21,6318,70263.15325307289
2024-10-21,7256,76682.71828802688
2024-10-21,6755,57710.75710818307
2024-10-21,6687,74799.700022878
2024-10-21,6370,67552.58058874466
2024-10-21,7139,72607.37795053466
2024-10-21,6550,69317.60878306045
2024-10-21,6862,69811.24357790875
2024-10-21,6042,73712.24730248495
2024-10-21,6904,62371.08044839102
2024-10-21,6759,58660.42497954131
2024-10-21,7034,68540.93301724647
2024-10-21,6926,75114.63770630972
2024-10-21,6957,71040.10501274644
2024-10-21,6390,70658.16558988449
2024-10-21,6737,71900.87345211193
2024-10-21,7017,73711.89209290472
2024-10-21,7072,59789.04501002517
2024-10-21,6348,68722.55121611299
2024-10-21,6507,69062.57180065144
2024-10-21,6351,69116.17915285178
2024-10-21,6906,74010.61101097638
2024-10-21,7223,69401.36567494983
2024-10-21,7195,72434.53053642261
2024-10-21,6025,72400.36388809362
2024-10-21,6659,55979.15698006606
2024-10-21,7040,66347.98495446326
2024-10-21,6880,68695.33450569461
2024-10-21,7283,69133.25982557258
2024-10-21,6779,64986.2579808124
2024-10-21,6632,70400.25590111496
2024-10-21,6630,69548.78632056108
2024-10-21,6932,69687.5175803657
2024-10-21,6323,69191.36783697619
2024-10-21,6432,69270.9901432636
2024-10-21,7122,74254.75733992683
2024-10-21,6997,71293.0826975001
2024-10-21,6287,70748.66294247849
2024-10-21,6533,70419.12589125396
2024-10-21,7097,71610.62295034117
2024-10-21,7234,57002.93749868914
2024-10-21,7106,70360.19471144989
2024-10-21,6854,71701.24151872439
2024-10-21,7070,73827.24459383066
2024-10-21,6761,68865.50772979004
2024-10-21,7279,69771.74143046247
2024-10-21,7002,67232.75727319665
2024-10-21,6452,75346.48669193355
2024-10-21,6437,76853.22647443654
2024-10-21,6549,71243.93874556936
2024-10-21,6782,57147.0513258734
2024-10-21,6448,0
2024-10-21,6892,68958.34423137929
2024-10-21,6491,0
2024-10-21,6591,0
2024-10-21,6949,0
2024-10-21,7273,0
2024-10-21,7192,56313.99009658634
2024-10-21,7218,0
2024-10-22,6317,70475.50114436536
2024-10-22,6562,72410.90436226963
2024-10-22,6545,65256.58882160221
2024-10-22,6494,70442.18688644345
2024-10-22,6563,70006.45791496774
2024-10-22,7150,70111.6446589602
2024-10-22,6846,73734.52374906706
2024-10-22,6480,75297.03288294333
2024-10-22,6364,71206.69981087041
2024-10-22,7065,70409.32374459381
2024-10-22,6372,67850.24602422197
2024-10-22,6396,70210.49126709923
2024-10-22,7225,70177.8650933484
2024-10-22,7180,57644.617832628835
2024-10-22,7221,69411.85382738705
2024-10-22,6794,61115.41416625666
2024-10-22,6435,71284.4961620332
2024-10-22,7242,55543.90098321013
2024-10-22,6558,70019.27989920769
2024-10-22,6777,61602.67650416538
2024-10-22,6800,66095.23884488436
2024-10-22,6830,73149.07923233551
2024-10-22,6936,50768.10972638538
2024-10-22,6922,71842.0845298015
2024-10-22,6358,74992.05551503443
2024-10-22,6919,69906.56050512088
2024-10-22,6425,60228.62840676169
2024-10-22,7145,67784.27928414133
2024-10-22,6737,72110.61366984843
2024-10-22,7072,60159.44059688346
2024-10-22,6756,62455.37570744248
2024-10-22,6880,68432.15953082533
2024-10-22,7240,71441.67358637012
2024-10-22,6346,66617.01786588522
2024-10-22,6856,70047.92896901243
2024-10-22,6577,70127.77799570885
2024-10-22,6475,69847.24755291514
2024-10-22,6426,68626.89073704035
2024-10-22,7124,56959.03551244841
2024-10-22,6043,71985.90005306626
2024-10-22,6493,66719.3444072843
2024-10-22,7184,65022.22893625894
2024-10-22,6747,59240.732732132
2024-10-22,6779,65495.299867134665
2024-10-22,6291,62227.51774121081
2024-10-22,7174,72392.68056530698
2024-10-22,7268,68153.56639107325
2024-10-22,6670,71870.1500109495
2024-10-22,7025,69876.90314998187
2024-10-22,7236,72154.02567970126
2024-10-22,7244,73692.25172064872
2024-10-22,6689,71078.90045701411
2024-10-22,6751,66705.95311027912
2024-10-22,6726,71925.62279604166
2024-10-22,6798,81066.9642936448
2024-10-22,7016,70049.76494861918
2024-10-22,6498,69761.50181487176
2024-10-22,7026,70689.501670803
2024-10-22,7052,68800.24115673987
2024-10-22,6789,69547.63872234242
2024-10-22,7097,70821.57154488312
2024-10-22,7037,64307.96276703528
2024-10-22,7156,69246.29886542198
2024-10-22,6909,71302.99911526752
2024-10-22,6451,72225.90495371875
2024-10-22,7282,72087.89099346267
2024-10-22,6330,62149.27156532206
2024-10-22,6335,67281.89536915989
2024-10-22,7067,73803.28207875665
2024-10-22,6956,64126.350458105815
2024-10-22,7056,72473.07464287337
2024-10-22,6536,57606.27585504075
2024-10-22,6431,77409.10650734979
2024-10-22,7178,82195.60524804359
2024-10-22,6603,69133.10886023295
2024-10-22,6420,72452.47614270519
2024-10-22,6445,70277.86534191253
2024-10-22,6985,71178.89992489919
2024-10-22,6342,70148.22052461318
2024-10-22,6295,70951.2725382164
2024-10-22,7169,72358.79679755369
2024-10-22,7139,73270.73515510892
2024-10-22,7078,50576.43156383983
2024-10-22,6767,71378.96424140313
2024-10-22,6338,64785.87905790497
2024-10-22,6304,70333.34946384687
2024-10-22,6597,74560.13459211368
2024-10-22,6360,69022.72197424118
2024-10-22,6942,65357.13471546356
2024-10-22,6662,71370.45816621749
2024-10-22,6968,67003.05441555737
2024-10-22,6635,69937.90129511384
2024-10-22,6633,53204.484429377306
2024-10-22,7234,57393.25239928597
2024-10-22,7073,72252.14085385244
2024-10-22,6414,70025.5018411254
2024-10-22,6336,73086.6455681258
2024-10-22,6693,69356.47726439536
