id,representation_2024,representation_2026,minimum_representation,classification
6455,1,0.9375,0.9375,Retained in both
6546,1,0.9375,0.9375,Retained in both
6599,1,0.9375,0.9375,Retained in both
6723,1,0.9375,0.9375,Retained in both
6745,1,0.9375,0.9375,Retained in both
6752,1,0.9375,0.9375,Retained in both
6754,1,0.9375,0.9375,Retained in both
6755,1,0.9375,0.9375,Retained in both
6756,1,0.9375,0.9375,Retained in both
6758,1,0.9375,0.9375,Retained in both
6777,1,0.9375,0.9375,Retained in both
6792,1,0.9375,0.9375,Retained in both
6801,1,0.9375,0.9375,Retained in both
6815,1,0.9375,0.9375,Retained in both
6845,1,0.9375,0.9375,Retained in both
6849,1,0.9375,0.9375,Retained in both
6852,1,0.9375,0.9375,Retained in both
6878,1,0.9375,0.9375,Retained in both
7007,1,0.9375,0.9375,Retained in both
7032,1,0.9375,0.9375,Retained in both
7104,1,0.9375,0.9375,Retained in both
7107,1,0.9375,0.9375,Retained in both
7147,1,0.9375,0.9375,Retained in both
7172,1,0.9375,0.9375,Retained in both
7220,1,0.9375,0.9375,Retained in both
7240,1,0.9375,0.9375,Retained in both
7245,1,0.9375,0.9375,Retained in both
7283,1,0.9375,0.9375,Retained in both
6324,1,0.95,0.95,Retained in both
6366,1,0.95,0.95,Retained in both
6392,1,0.95,0.95,Retained in both
6402,1,0.95,0.95,Retained in both
6417,1,0.95,0.95,Retained in both
6425,1,0.95,0.95,Retained in both
6453,1,0.95,0.95,Retained in both
6475,1,0.95,0.95,Retained in both
6477,1,0.95,0.95,Retained in both
6488,1,0.95,0.95,Retained in both
6490,1,0.95,0.95,Retained in both
6498,1,0.95,0.95,Retained in both
6505,1,0.95,0.95,Retained in both
6553,1,0.95,0.95,Retained in both
6569,1,0.95,0.95,Retained in both
6585,1,0.95,0.95,Retained in both
6588,1,0.95,0.95,Retained in both
6594,1,0.95,0.95,Retained in both
6598,1,0.95,0.95,Retained in both
6602,1,0.95,0.95,Retained in both
6616,1,0.95,0.95,Retained in both
6629,1,0.95,0.95,Retained in both
6633,1,0.95,0.95,Retained in both
6659,1,0.95,0.95,Retained in both
6681,1,0.95,0.95,Retained in both
6722,1,0.95,0.95,Retained in both
6730,1,0.95,0.95,Retained in both
6746,1,0.95,0.95,Retained in both
6747,1,0.95,0.95,Retained in both
6753,1,0.95,0.95,Retained in both
6757,1,0.95,0.95,Retained in both
6769,1,0.95,0.95,Retained in both
6798,1,0.95,0.95,Retained in both
6881,1,0.95,0.95,Retained in both
6887,1,0.95,0.95,Retained in both
6896,1,0.95,0.95,Retained in both
6897,1,0.95,0.95,Retained in both
6905,1,0.95,0.95,Retained in both
6923,1,0.95,0.95,Retained in both
6935,1,0.95,0.95,Retained in both
6942,1,0.95,0.95,Retained in both
6948,1,0.95,0.95,Retained in both
7026,1,0.95,0.95,Retained in both
7028,1,0.95,0.95,Retained in both
7049,1,0.95,0.95,Retained in both
7062,1,0.95,0.95,Retained in both
7080,1,0.95,0.95,Retained in both
7098,1,0.95,0.95,Retained in both
7115,1,0.95,0.95,Retained in both
7135,1,0.95,0.95,Retained in both
7139,1,0.95,0.95,Retained in both
7209,1,0.95,0.95,Retained in both
7236,1,0.95,0.95,Retained in both
7244,1,0.95,0.95,Retained in both
7271,1,0.95,0.95,Retained in both
7274,1,0.95,0.95,Retained in both
6364,1,0.9625,0.9625,Retained in both
6370,1,0.9625,0.9625,Retained in both
6427,1,0.9625,0.9625,Retained in both
6428,1,0.9625,0.9625,Retained in both
6429,1,0.9625,0.9625,Retained in both
6456,1,0.9625,0.9625,Retained in both
6503,1,0.9625,0.9625,Retained in both
6525,1,0.9625,0.9625,Retained in both
6565,1,0.9625,0.9625,Retained in both
6580,1,0.9625,0.9625,Retained in both
6586,1,0.9625,0.9625,Retained in both
6590,1,0.9625,0.9625,Retained in both
6597,1,0.9625,0.9625,Retained in both
6631,1,0.9625,0.9625,Retained in both
6664,1,0.9625,0.9625,Retained in both
6719,1,0.9625,0.9625,Retained in both
6740,1,0.9625,0.9625,Retained in both
6803,1,0.9625,0.9625,Retained in both
6811,1,0.9625,0.9625,Retained in both
6860,1,0.9625,0.9625,Retained in both
6865,1,0.9625,0.9625,Retained in both
6909,1,0.9625,0.9625,Retained in both
6953,1,0.9625,0.9625,Retained in both
6966,1,0.9625,0.9625,Retained in both
6973,1,0.9625,0.9625,Retained in both
6977,1,0.9625,0.9625,Retained in both
6994,1,0.9625,0.9625,Retained in both
6997,1,0.9625,0.9625,Retained in both
7009,1,0.9625,0.9625,Retained in both
7014,1,0.9625,0.9625,Retained in both
7020,1,0.9625,0.9625,Retained in both
7038,1,0.9625,0.9625,Retained in both
7090,1,0.9625,0.9625,Retained in both
7095,1,0.9625,0.9625,Retained in both
7106,1,0.9625,0.9625,Retained in both
7231,1,0.9625,0.9625,Retained in both
7239,1,0.9625,0.9625,Retained in both
6436,1,0.975,0.975,Retained in both
6563,1,0.975,0.975,Retained in both
6636,1,0.975,0.975,Retained in both
6875,1,0.975,0.975,Retained in both
6993,1,0.975,0.975,Retained in both
7030,1,0.975,0.975,Retained in both
7084,1,0.975,0.975,Retained in both
7171,1,0.975,0.975,Retained in both
6434,1,0.9875,0.9875,Retained in both
6438,1,0.9875,0.9875,Retained in both
6454,1,0.9875,0.9875,Retained in both
6493,1,0.9875,0.9875,Retained in both
6522,1,0.9875,0.9875,Retained in both
6561,1,0.9875,0.9875,Retained in both
6634,1,0.9875,0.9875,Retained in both
6643,1,0.9875,0.9875,Retained in both
6660,1,0.9875,0.9875,Retained in both
6662,1,0.9875,0.9875,Retained in both
6692,1,0.9875,0.9875,Retained in both
6725,1,0.9875,0.9875,Retained in both
6761,1,0.9875,0.9875,Retained in both
6775,1,0.9875,0.9875,Retained in both
6804,1,0.9875,0.9875,Retained in both
6817,1,0.9875,0.9875,Retained in both
6832,1,0.9875,0.9875,Retained in both
6851,1,0.9875,0.9875,Retained in both
6898,1,0.9875,0.9875,Retained in both
6903,1,0.9875,0.9875,Retained in both
6925,1,0.9875,0.9875,Retained in both
6926,1,0.9875,0.9875,Retained in both
6972,1,0.9875,0.9875,Retained in both
7031,1,0.9875,0.9875,Retained in both
7068,1,0.9875,0.9875,Retained in both
7073,1,0.9875,0.9875,Retained in both
7075,1,0.9875,0.9875,Retained in both
7076,1,0.9875,0.9875,Retained in both
7092,1,0.9875,0.9875,Retained in both
7157,1,0.9875,0.9875,Retained in both
7174,1,0.9875,0.9875,Retained in both
7205,1,0.9875,0.9875,Retained in both
7222,1,0.9875,0.9875,Retained in both
7227,1,0.9875,0.9875,Retained in both
7256,1,0.9875,0.9875,Retained in both
7275,1,0.9875,0.9875,Retained in both
6251,1,1,1,Retained in both
6307,1,1,1,Retained in both
6313,1,1,1,Retained in both
6316,1,1,1,Retained in both
6317,1,1,1,Retained in both
6323,1,1,1,Retained in both
6325,1,1,1,Retained in both
6327,1,1,1,Retained in both
6328,1,1,1,Retained in both
6329,1,1,1,Retained in both
6330,1,1,1,Retained in both
6331,1,1,1,Retained in both
6332,1,1,1,Retained in both
6333,1,1,1,Retained in both
6334,1,1,1,Retained in both
6336,1,1,1,Retained in both
6346,1,1,1,Retained in both
6348,1,1,1,Retained in both
6350,1,1,1,Retained in both
6352,1,1,1,Retained in both
6360,1,1,1,Retained in both
6363,1,1,1,Retained in both
6373,1,1,1,Retained in both
6374,1,1,1,Retained in both
6379,1,1,1,Retained in both
6382,1,1,1,Retained in both
6385,1,1,1,Retained in both
6387,1,1,1,Retained in both
6389,1,1,1,Retained in both
6390,1,1,1,Retained in both
6396,1,1,1,Retained in both
6408,1,1,1,Retained in both
6413,1,1,1,Retained in both
6423,1,1,1,Retained in both
6424,1,1,1,Retained in both
6426,1,1,1,Retained in both
6432,1,1,1,Retained in both
6435,1,1,1,Retained in both
6441,1,1,1,Retained in both
6443,1,1,1,Retained in both
6446,1,1,1,Retained in both
6447,1,1,1,Retained in both
6450,1,1,1,Retained in both
6476,1,1,1,Retained in both
6480,1,1,1,Retained in both
6482,1,1,1,Retained in both
6487,1,1,1,Retained in both
6494,1,1,1,Retained in both
6496,1,1,1,Retained in both
6506,1,1,1,Retained in both
6507,1,1,1,Retained in both
6509,1,1,1,Retained in both
6511,1,1,1,Retained in both
6512,1,1,1,Retained in both
6514,1,1,1,Retained in both
6515,1,1,1,Retained in both
6516,1,1,1,Retained in both
6518,1,1,1,Retained in both
6520,1,1,1,Retained in both
6523,1,1,1,Retained in both
6534,1,1,1,Retained in both
6535,1,1,1,Retained in both
6540,1,1,1,Retained in both
6544,1,1,1,Retained in both
6545,1,1,1,Retained in both
6547,1,1,1,Retained in both
6548,1,1,1,Retained in both
6550,1,1,1,Retained in both
6552,1,1,1,Retained in both
6559,1,1,1,Retained in both
6562,1,1,1,Retained in both
6564,1,1,1,Retained in both
6567,1,1,1,Retained in both
6568,1,1,1,Retained in both
6571,1,1,1,Retained in both
6576,1,1,1,Retained in both
6577,1,1,1,Retained in both
6581,1,1,1,Retained in both
6601,1,1,1,Retained in both
6604,1,1,1,Retained in both
6609,1,1,1,Retained in both
6618,1,1,1,Retained in both
6626,1,1,1,Retained in both
6630,1,1,1,Retained in both
6632,1,1,1,Retained in both
6635,1,1,1,Retained in both
6639,1,1,1,Retained in both
6644,1,1,1,Retained in both
6649,1,1,1,Retained in both
6655,1,1,1,Retained in both
6658,1,1,1,Retained in both
6661,1,1,1,Retained in both
6663,1,1,1,Retained in both
6666,1,1,1,Retained in both
6668,1,1,1,Retained in both
6669,1,1,1,Retained in both
6670,1,1,1,Retained in both
6674,1,1,1,Retained in both
6675,1,1,1,Retained in both
6676,1,1,1,Retained in both
6679,1,1,1,Retained in both
6680,1,1,1,Retained in both
6686,1,1,1,Retained in both
6687,1,1,1,Retained in both
6693,1,1,1,Retained in both
6695,1,1,1,Retained in both
6696,1,1,1,Retained in both
6714,1,1,1,Retained in both
6715,1,1,1,Retained in both
6716,1,1,1,Retained in both
6717,1,1,1,Retained in both
6724,1,1,1,Retained in both
6726,1,1,1,Retained in both
6727,1,1,1,Retained in both
6728,1,1,1,Retained in both
6731,1,1,1,Retained in both
6734,1,1,1,Retained in both
6736,1,1,1,Retained in both
6737,1,1,1,Retained in both
6741,1,1,1,Retained in both
6750,1,1,1,Retained in both
6751,1,1,1,Retained in both
6762,1,1,1,Retained in both
6763,1,1,1,Retained in both
6767,1,1,1,Retained in both
6768,1,1,1,Retained in both
6779,1,1,1,Retained in both
6783,1,1,1,Retained in both
6784,1,1,1,Retained in both
6787,1,1,1,Retained in both
6788,1,1,1,Retained in both
6789,1,1,1,Retained in both
6794,1,1,1,Retained in both
6797,1,1,1,Retained in both
6799,1,1,1,Retained in both
6800,1,1,1,Retained in both
6809,1,1,1,Retained in both
6810,1,1,1,Retained in both
6812,1,1,1,Retained in both
6813,1,1,1,Retained in both
6826,1,1,1,Retained in both
6827,1,1,1,Retained in both
6830,1,1,1,Retained in both
6833,1,1,1,Retained in both
6834,1,1,1,Retained in both
6835,1,1,1,Retained in both
6838,1,1,1,Retained in both
6841,1,1,1,Retained in both
6842,1,1,1,Retained in both
6846,1,1,1,Retained in both
6857,1,1,1,Retained in both
6858,1,1,1,Retained in both
6863,1,1,1,Retained in both
6866,1,1,1,Retained in both
6873,1,1,1,Retained in both
6874,1,1,1,Retained in both
6879,1,1,1,Retained in both
6880,1,1,1,Retained in both
6884,1,1,1,Retained in both
6885,1,1,1,Retained in both
6888,1,1,1,Retained in both
6904,1,1,1,Retained in both
6911,1,1,1,Retained in both
6918,1,1,1,Retained in both
6919,1,1,1,Retained in both
6921,1,1,1,Retained in both
6922,1,1,1,Retained in both
6924,1,1,1,Retained in both
6927,1,1,1,Retained in both
6928,1,1,1,Retained in both
6932,1,1,1,Retained in both
6937,1,1,1,Retained in both
6940,1,1,1,Retained in both
6941,1,1,1,Retained in both
6952,1,1,1,Retained in both
6954,1,1,1,Retained in both
6956,1,1,1,Retained in both
6959,1,1,1,Retained in both
6960,1,1,1,Retained in both
6962,1,1,1,Retained in both
6963,1,1,1,Retained in both
6965,1,1,1,Retained in both
6967,1,1,1,Retained in both
6968,1,1,1,Retained in both
6969,1,1,1,Retained in both
6970,1,1,1,Retained in both
6971,1,1,1,Retained in both
6999,1,1,1,Retained in both
7000,1,1,1,Retained in both
7003,1,1,1,Retained in both
7004,1,1,1,Retained in both
7006,1,1,1,Retained in both
7008,1,1,1,Retained in both
7010,1,1,1,Retained in both
7011,1,1,1,Retained in both
7012,1,1,1,Retained in both
7013,1,1,1,Retained in both
7017,1,1,1,Retained in both
7021,1,1,1,Retained in both
7022,1,1,1,Retained in both
7024,1,1,1,Retained in both
7025,1,1,1,Retained in both
7033,1,1,1,Retained in both
7034,1,1,1,Retained in both
7035,1,1,1,Retained in both
7036,1,1,1,Retained in both
7037,1,1,1,Retained in both
7040,1,1,1,Retained in both
7042,1,1,1,Retained in both
7043,1,1,1,Retained in both
7048,1,1,1,Retained in both
7052,1,1,1,Retained in both
7053,1,1,1,Retained in both
7054,1,1,1,Retained in both
7064,1,1,1,Retained in both
7067,1,1,1,Retained in both
7069,1,1,1,Retained in both
7078,1,1,1,Retained in both
7081,1,1,1,Retained in both
7083,1,1,1,Retained in both
7085,1,1,1,Retained in both
7086,1,1,1,Retained in both
7087,1,1,1,Retained in both
7091,1,1,1,Retained in both
7096,1,1,1,Retained in both
7097,1,1,1,Retained in both
7100,1,1,1,Retained in both
7101,1,1,1,Retained in both
7105,1,1,1,Retained in both
7109,1,1,1,Retained in both
7110,1,1,1,Retained in both
7117,1,1,1,Retained in both
7125,1,1,1,Retained in both
7127,1,1,1,Retained in both
7131,1,1,1,Retained in both
7134,1,1,1,Retained in both
7137,1,1,1,Retained in both
7141,1,1,1,Retained in both
7146,1,1,1,Retained in both
7151,1,1,1,Retained in both
7152,1,1,1,Retained in both
7156,1,1,1,Retained in both
7159,1,1,1,Retained in both
7169,1,1,1,Retained in both
7182,1,1,1,Retained in both
7188,1,1,1,Retained in both
7189,1,1,1,Retained in both
7193,1,1,1,Retained in both
7196,1,1,1,Retained in both
7197,1,1,1,Retained in both
7198,1,1,1,Retained in both
7199,1,1,1,Retained in both
7201,1,1,1,Retained in both
7202,1,1,1,Retained in both
7208,1,1,1,Retained in both
7210,1,1,1,Retained in both
7211,1,1,1,Retained in both
7213,1,1,1,Retained in both
7216,1,1,1,Retained in both
7221,1,1,1,Retained in both
7223,1,1,1,Retained in both
7224,1,1,1,Retained in both
7225,1,1,1,Retained in both
7226,1,1,1,Retained in both
7238,1,1,1,Retained in both
7249,1,1,1,Retained in both
7250,1,1,1,Retained in both
7253,1,1,1,Retained in both
7261,1,1,1,Retained in both
7265,1,1,1,Retained in both
7272,1,1,1,Retained in both
7282,1,1,1,Retained in both
7287,1,1,1,Retained in both
7292,1,1,1,Retained in both
7293,1,1,1,Retained in both
7295,1,1,1,Retained in both
