id,representation_2024,representation_2026,minimum_representation,classification
6420,1,0.8875,0.8875,Retained in both
6533,1,0.8875,0.8875,Retained in both
6538,1,0.8875,0.8875,Retained in both
6624,1,0.8875,0.8875,Retained in both
6936,1,0.8875,0.8875,Retained in both
7150,1,0.8875,0.8875,Retained in both
7195,1,0.8875,0.8875,Retained in both
7207,1,0.8875,0.8875,Retained in both
6372,0.896551724137931,1,0.896551724137931,Retained in both
6393,1,0.9,0.9,Retained in both
6407,1,0.9,0.9,Retained in both
6414,1,0.9,0.9,Retained in both
6431,1,0.9,0.9,Retained in both
6437,1,0.9,0.9,Retained in both
6524,1,0.9,0.9,Retained in both
6554,1,0.9,0.9,Retained in both
6574,1,0.9,0.9,Retained in both
6583,1,0.9,0.9,Retained in both
6641,1,0.9,0.9,Retained in both
6718,1,0.9,0.9,Retained in both
6733,1,0.9,0.9,Retained in both
6759,1,0.9,0.9,Retained in both
6853,1,0.9,0.9,Retained in both
6854,1,0.9,0.9,Retained in both
6872,1,0.9,0.9,Retained in both
6882,1,0.9,0.9,Retained in both
6883,1,0.9,0.9,Retained in both
6891,1,0.9,0.9,Retained in both
6930,1,0.9,0.9,Retained in both
7018,1,0.9,0.9,Retained in both
7019,1,0.9,0.9,Retained in both
7039,1,0.9,0.9,Retained in both
7050,1,0.9,0.9,Retained in both
7066,1,0.9,0.9,Retained in both
7072,1,0.9,0.9,Retained in both
7113,1,0.9,0.9,Retained in both
7140,1,0.9,0.9,Retained in both
7165,1,0.9,0.9,Retained in both
7168,1,0.9,0.9,Retained in both
7180,1,0.9,0.9,Retained in both
7183,1,0.9,0.9,Retained in both
7184,1,0.9,0.9,Retained in both
7185,1,0.9,0.9,Retained in both
7187,1,0.9,0.9,Retained in both
7190,1,0.9,0.9,Retained in both
7234,1,0.9,0.9,Retained in both
7242,1,0.9,0.9,Retained in both
7258,1,0.9,0.9,Retained in both
7267,1,0.9,0.9,Retained in both
7269,1,0.9,0.9,Retained in both
7280,1,0.9,0.9,Retained in both
6320,1,0.9125,0.9125,Retained in both
6349,1,0.9125,0.9125,Retained in both
6398,1,0.9125,0.9125,Retained in both
6485,1,0.9125,0.9125,Retained in both
6749,1,0.9125,0.9125,Retained in both
6974,1,0.9125,0.9125,Retained in both
7186,1,0.9125,0.9125,Retained in both
7278,1,0.9125,0.9125,Retained in both
6411,1,0.925,0.925,Retained in both
6541,1,0.925,0.925,Retained in both
6861,1,0.925,0.925,Retained in both
6900,1,0.925,0.925,Retained in both
6931,1,0.925,0.925,Retained in both
6944,1,0.925,0.925,Retained in both
6978,1,0.925,0.925,Retained in both
7063,1,0.925,0.925,Retained in both
7124,1,0.925,0.925,Retained in both
7126,1,0.925,0.925,Retained in both
7145,1,0.925,0.925,Retained in both
7170,1,0.925,0.925,Retained in both
6818,0.9310344827586207,0.975,0.9310344827586207,Retained in both
6351,1,0.9375,0.9375,Retained in both
6410,1,0.9375,0.9375,Retained in both
6439,1,0.9375,0.9375,Retained in both
6451,1,0.9375,0.9375,Retained in both
6452,1,0.9375,0.9375,Retained in both
