id,files_2024,total_files_2024,proportion_2024,retained_2024,files_2026,total_files_2026,proportion_2026,retained_2026,present_2024,present_2026,classification
6599,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6601,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6602,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6604,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6609,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6616,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6618,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6619,29,29,1,TRUE,70,80,0.875,TRUE,TRUE,TRUE,Retained in both
6624,29,29,1,TRUE,71,80,0.8875,TRUE,TRUE,TRUE,Retained in both
6626,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6629,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6630,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6631,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6632,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6633,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6634,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6635,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6636,29,29,1,TRUE,78,80,0.975,TRUE,TRUE,TRUE,Retained in both
6639,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6641,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
6642,29,29,1,TRUE,64,80,0.8,TRUE,TRUE,TRUE,Retained in both
6643,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6644,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6649,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6655,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6658,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6659,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6660,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6661,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6662,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6663,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6664,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6666,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6668,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6669,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6670,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6674,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6675,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6676,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6679,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6680,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6681,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6686,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6687,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6692,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6693,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6695,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6696,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6714,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6715,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6716,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6717,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6718,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
6719,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6722,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6723,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6724,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6725,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6726,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6727,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6728,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6730,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6731,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6733,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
6734,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6736,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6737,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6740,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6741,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6745,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6746,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6747,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6749,29,29,1,TRUE,73,80,0.9125,TRUE,TRUE,TRUE,Retained in both
6750,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6751,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6752,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6753,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6754,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6755,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6756,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6757,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6758,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6759,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
6761,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6762,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6763,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6767,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6768,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6769,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6775,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6777,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6779,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6780,24,29,0.8275862068965517,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6783,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6784,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6787,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6788,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6789,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6792,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6794,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6797,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6798,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6799,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6800,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6801,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6803,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6804,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6809,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6810,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6811,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6812,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6813,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6815,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6817,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6818,27,29,0.9310344827586207,TRUE,78,80,0.975,TRUE,TRUE,TRUE,Retained in both
6824,29,29,1,TRUE,64,80,0.8,TRUE,TRUE,TRUE,Retained in both
6826,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6827,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6829,29,29,1,TRUE,70,80,0.875,TRUE,TRUE,TRUE,Retained in both
6830,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6832,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6833,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6834,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6835,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6838,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6841,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6842,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6844,29,29,1,TRUE,66,80,0.825,TRUE,TRUE,TRUE,Retained in both
6845,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6846,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6849,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6851,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6852,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6853,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
6854,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
6857,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6858,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6860,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6861,29,29,1,TRUE,74,80,0.925,TRUE,TRUE,TRUE,Retained in both
6863,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6865,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6866,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6872,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
6873,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6874,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6875,29,29,1,TRUE,78,80,0.975,TRUE,TRUE,TRUE,Retained in both
6878,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
6879,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6880,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6881,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6882,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
6883,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
6884,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6885,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6887,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6888,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6891,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
6896,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6897,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6898,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6900,29,29,1,TRUE,74,80,0.925,TRUE,TRUE,TRUE,Retained in both
6903,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6904,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6905,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6909,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6911,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6918,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6919,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6921,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6922,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6923,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6924,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6925,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6926,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6927,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6928,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6929,29,29,1,TRUE,68,80,0.85,TRUE,TRUE,TRUE,Retained in both
6930,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
6931,29,29,1,TRUE,74,80,0.925,TRUE,TRUE,TRUE,Retained in both
6932,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6933,29,29,1,TRUE,66,80,0.825,TRUE,TRUE,TRUE,Retained in both
6935,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6936,29,29,1,TRUE,71,80,0.8875,TRUE,TRUE,TRUE,Retained in both
6937,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6940,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6941,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6942,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6944,29,29,1,TRUE,74,80,0.925,TRUE,TRUE,TRUE,Retained in both
6948,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
6952,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6953,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6954,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6956,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6959,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6960,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6962,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6963,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6965,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6966,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6967,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6968,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6969,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6970,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6971,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
6972,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
6973,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6974,29,29,1,TRUE,73,80,0.9125,TRUE,TRUE,TRUE,Retained in both
6977,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6978,29,29,1,TRUE,74,80,0.925,TRUE,TRUE,TRUE,Retained in both
6993,29,29,1,TRUE,78,80,0.975,TRUE,TRUE,TRUE,Retained in both
6994,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6997,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
6999,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7000,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7003,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7004,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7006,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7007,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
7008,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7009,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
7010,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7011,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7012,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7013,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7014,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
7017,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7018,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
7019,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
7020,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
7021,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7022,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7024,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7025,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7026,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
7028,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
7030,29,29,1,TRUE,78,80,0.975,TRUE,TRUE,TRUE,Retained in both
7031,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
7032,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
7033,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7034,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7035,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7036,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7037,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7038,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
7039,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
7040,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7042,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7043,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7048,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7049,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
7050,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
7052,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7053,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7054,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7062,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
7063,29,29,1,TRUE,74,80,0.925,TRUE,TRUE,TRUE,Retained in both
7064,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7066,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
7067,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7068,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
7069,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7072,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
7073,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
7075,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
7076,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
7078,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7080,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
7081,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7083,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7084,29,29,1,TRUE,78,80,0.975,TRUE,TRUE,TRUE,Retained in both
7085,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7086,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7087,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7090,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
7091,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7092,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
7095,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
7096,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7097,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7098,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
7100,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7101,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7104,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
7105,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7106,29,29,1,TRUE,77,80,0.9625,TRUE,TRUE,TRUE,Retained in both
7107,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
7109,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7110,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7113,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
7115,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
7117,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7124,29,29,1,TRUE,74,80,0.925,TRUE,TRUE,TRUE,Retained in both
7125,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7126,29,29,1,TRUE,74,80,0.925,TRUE,TRUE,TRUE,Retained in both
7127,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7128,24,29,0.8275862068965517,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7129,25,29,0.8620689655172413,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7131,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7134,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7135,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
7136,29,29,1,TRUE,65,80,0.8125,TRUE,TRUE,TRUE,Retained in both
7137,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7139,29,29,1,TRUE,76,80,0.95,TRUE,TRUE,TRUE,Retained in both
7140,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
7141,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7145,29,29,1,TRUE,74,80,0.925,TRUE,TRUE,TRUE,Retained in both
7146,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7147,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
7150,29,29,1,TRUE,71,80,0.8875,TRUE,TRUE,TRUE,Retained in both
7151,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7152,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7156,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7157,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
7158,25,29,0.8620689655172413,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7159,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7165,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
7168,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
7169,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7170,29,29,1,TRUE,74,80,0.925,TRUE,TRUE,TRUE,Retained in both
7171,29,29,1,TRUE,78,80,0.975,TRUE,TRUE,TRUE,Retained in both
7172,29,29,1,TRUE,75,80,0.9375,TRUE,TRUE,TRUE,Retained in both
7174,29,29,1,TRUE,79,80,0.9875,TRUE,TRUE,TRUE,Retained in both
7180,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
7182,29,29,1,TRUE,80,80,1,TRUE,TRUE,TRUE,Retained in both
7183,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
7184,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
7185,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
7186,29,29,1,TRUE,73,80,0.9125,TRUE,TRUE,TRUE,Retained in both
7187,29,29,1,TRUE,72,80,0.9,TRUE,TRUE,TRUE,Retained in both
